v8-version,5,1,281,59,0
code-creation,Builtin,5,0x2b515b21af60,119,"DatePrototypeToTimeString"
code-creation,Builtin,5,0x2b515b21afe0,119,"DatePrototypeValueOf"
code-creation,Builtin,5,0x2b515b21b060,119,"DatePrototypeGetYear"
code-creation,Builtin,5,0x2b515b21b0e0,119,"DatePrototypeSetYear"
code-creation,Builtin,5,0x2b515b21b160,125,"FunctionConstructor"
code-creation,Builtin,5,0x2b515b21b1e0,119,"FunctionPrototypeBind"
code-creation,Builtin,5,0x2b515b21b260,119,"FunctionPrototypeToString"
code-creation,Builtin,5,0x2b515b21b2e0,125,"GeneratorFunctionConstructor"
code-creation,Builtin,5,0x2b515b21b360,124,"GlobalEval"
code-creation,Builtin,5,0x2b515b21b3e0,119,"MathAcos"
code-creation,Builtin,5,0x2b515b21b460,119,"MathAsin"
code-creation,Builtin,5,0x2b515b21b4e0,119,"MathAtan"
code-creation,Builtin,5,0x2b515b21b560,119,"MathFround"
code-creation,Builtin,5,0x2b515b21b5e0,119,"MathImul"
code-creation,Builtin,5,0x2b515b21b660,119,"ObjectAssign"
code-creation,Builtin,5,0x2b515b21b6e0,119,"ObjectCreate"
code-creation,Builtin,5,0x2b515b21b760,119,"ObjectFreeze"
code-creation,Builtin,5,0x2b515b21b7e0,119,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,0x2b515b21b860,119,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,0x2b515b21b8e0,119,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,0x2b515b21b960,119,"ObjectIs"
code-creation,Builtin,5,0x2b515b21b9e0,119,"ObjectIsExtensible"
code-creation,Builtin,5,0x2b515b21ba60,119,"ObjectIsFrozen"
code-creation,Builtin,5,0x2b515b21bae0,119,"ObjectIsSealed"
code-creation,Builtin,5,0x2b515b21bb60,119,"ObjectKeys"
code-creation,Builtin,5,0x2b515b21bbe0,119,"ObjectValues"
code-creation,Builtin,5,0x2b515b21bc60,119,"ObjectEntries"
code-creation,Builtin,5,0x2b515b21bce0,119,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,0x2b515b21bd60,119,"ObjectPreventExtensions"
code-creation,Builtin,5,0x2b515b21bde0,119,"ObjectSeal"
code-creation,Builtin,5,0x2b515b21be60,119,"ObjectProtoToString"
code-creation,Builtin,5,0x2b515b21bee0,119,"ProxyConstructor"
code-creation,Builtin,5,0x2b515b21bf60,124,"ProxyConstructor_ConstructStub"
code-creation,Builtin,5,0x2b515b21bfe0,119,"ReflectDefineProperty"
code-creation,Builtin,5,0x2b515b21c060,119,"ReflectDeleteProperty"
code-creation,Builtin,5,0x2b515b21c0e0,119,"ReflectGet"
code-creation,Builtin,5,0x2b515b21c160,119,"ReflectGetOwnPropertyDescriptor"
code-creation,Builtin,5,0x2b515b21c1e0,119,"ReflectGetPrototypeOf"
code-creation,Builtin,5,0x2b515b21c260,119,"ReflectHas"
code-creation,Builtin,5,0x2b515b21c2e0,119,"ReflectIsExtensible"
code-creation,Builtin,5,0x2b515b21c360,119,"ReflectOwnKeys"
code-creation,Builtin,5,0x2b515b21c3e0,119,"ReflectPreventExtensions"
code-creation,Builtin,5,0x2b515b21c460,119,"ReflectSet"
code-creation,Builtin,5,0x2b515b21c4e0,119,"ReflectSetPrototypeOf"
code-creation,Builtin,5,0x2b515b21c560,119,"StringFromCharCode"
code-creation,Builtin,5,0x2b515b21c5e0,119,"SymbolConstructor"
code-creation,Builtin,5,0x2b515b21c660,124,"SymbolConstructor_ConstructStub"
code-creation,Builtin,5,0x2b515b21c6e0,124,"HandleApiCall"
code-creation,Builtin,5,0x2b515b21c760,124,"HandleApiCallConstruct"
code-creation,Builtin,5,0x2b515b21c7e0,119,"HandleApiCallAsFunction"
code-creation,Builtin,5,0x2b515b21c860,119,"HandleApiCallAsConstructor"
code-creation,Builtin,5,0x2b515b21c8e0,119,"RestrictedFunctionPropertiesThrower"
code-creation,Builtin,5,0x2b515b21c960,119,"RestrictedStrictArgumentsPropertiesThrower"
code-creation,Builtin,5,0x2b515b21c9e0,353,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,5,0x2b515b21cb60,149,"ConstructedNonConstructable"
code-creation,Builtin,5,0x2b515b21cc00,300,"CallFunction_ReceiverIsNullOrUndefined"
code-creation,Stub,3,0x2b515b21cd40,415,"ToObjectStub"
code-creation,Builtin,5,0x2b515b21cee0,375,"CallFunction_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,0x2b515b21d060,400,"CallFunction_ReceiverIsAny"
code-creation,Builtin,5,0x2b515b21d200,426,"TailCallFunction_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,0x2b515b21d3c0,501,"TailCallFunction_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,0x2b515b21d5c0,526,"TailCallFunction_ReceiverIsAny"
code-creation,Builtin,5,0x2b515b21d7e0,253,"CallBoundFunction"
code-creation,Builtin,5,0x2b515b21d8e0,379,"TailCallBoundFunction"
code-creation,Builtin,5,0x2b515b21da60,248,"Call_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,0x2b515b21db60,248,"Call_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,0x2b515b21dc60,248,"Call_ReceiverIsAny"
code-creation,Builtin,5,0x2b515b21dd60,374,"TailCall_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,0x2b515b21dee0,374,"TailCall_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,0x2b515b21e060,374,"TailCall_ReceiverIsAny"
code-creation,Builtin,5,0x2b515b21e1e0,114,"ConstructFunction"
code-creation,Builtin,5,0x2b515b21e260,253,"ConstructBoundFunction"
code-creation,Builtin,5,0x2b515b21e360,121,"ConstructProxy"
code-creation,Builtin,5,0x2b515b21e3e0,168,"Construct"
code-creation,Builtin,5,0x2b515b21e4a0,343,"Apply"
code-creation,Builtin,5,0x2b515b21e600,293,"HandleFastApiCall"
code-creation,Builtin,5,0x2b515b21e740,200,"InOptimizationQueue"
code-creation,Stub,3,0x2b515b21e820,483,"FastNewObjectStub"
code-creation,Builtin,5,0x2b515b21ea20,296,"JSConstructStubGeneric"
code-creation,Builtin,5,0x2b515b21eb60,255,"JSBuiltinsConstructStub"
code-creation,Builtin,5,0x2b515b21ec60,312,"JSBuiltinsConstructStubForDerived"
code-creation,Builtin,5,0x2b515b21eda0,178,"JSConstructStubApi"
code-creation,Builtin,5,0x2b515b21ee60,228,"JSEntryTrampoline"
code-creation,Builtin,5,0x2b515b21ef60,228,"JSConstructEntryTrampoline"
code-creation,Builtin,5,0x2b515b21f060,172,"CompileLazy"
code-creation,Builtin,5,0x2b515b21f120,172,"CompileOptimized"
code-creation,Builtin,5,0x2b515b21f1e0,172,"CompileOptimizedConcurrent"
code-creation,Builtin,5,0x2b515b21f2a0,211,"NotifyDeoptimized"
code-creation,Builtin,5,0x2b515b21f380,221,"NotifySoftDeoptimized"
code-creation,Builtin,5,0x2b515b21f460,221,"NotifyLazyDeoptimized"
code-creation,Builtin,5,0x2b515b21f540,195,"NotifyStubFailure"
code-creation,Builtin,5,0x2b515b21f620,195,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,5,0x2b515b21f700,267,"InterpreterEntryTrampoline"
code-creation,Builtin,5,0x2b515b21f820,107,"InterpreterExitTrampoline"
